P,T
25,2900
28.28025478,3052.631579
32.10191083,3235.087719
36.94267516,3436.25731
41.78343949,3623.391813
46.87898089,3791.812865
52.22929936,3955.555556
58.85350318,4133.333333
67.00636943,4329.824561
76.68789809,4535.672515
88.66242038,4755.555556
99.61783439,4938.011696
110.0636943,5092.397661
120,5232.748538
129.6815287,5354.385965
136.3057325,5433.918129
